State,County,TotalPopulation,LowAccess_1MUrban_10MRural,LowAccess_HalfUrban_10MRural,LowAccess_HalfUrban_10MRural,LowAccess_LowInc_1MUrban_10MRural,LowAccess_LowInc_HalfUrban_10MRural,LowAccess_LowInc_1MUrban_20MRural,LowAccessTotal_HalfM,LowAccess_LowIncTotal_HalfM,LowAccessWhite_HalfM,LowAccessBlack_HalfM,LowAccessAsian_HalfM,LowAccessNHPI_HalfM,LowAccessNAAN_HalfM,LowAccessOther_HalfM,LowAccessHispLatam_HalfM,LowAccessSNAP_HalfM,LowAccessWhite_1M,LowAccessBlack_1M,LowAccessAsian_1M,LowAccessNHPI_1M,LowAccessNAAN_1M,LowAccessOther_1M,LowAccessHispLatam_1M,LowAccessSNAP_1M,LowAccessWhite_10M,LowAccessBlack_10M,LowAccessAsian_10M,LowAccessNHPI_10M,LowAccessNAAN_10M,LowAccessOther_10M,LowAccessHispLatam_10M,LowAccessSNAP_10M,TotalPopulationWhite,TotalPopulationBlack,TotalPopulationAsian,TotalPopulationNHPI,TotalPopulationNAAN,TotalPopulationOther,TotalPopulationHispanicLatam,TotalPopulationSnapBenefits,,
Alabama,Russell County," 52,947 "," 3,943 "," 10,594 "," 2,034 "," 1,765 "," 4,953 ", 926 ," 19,710 "," 8,413 "," 11,387 "," 7,473 ", 90 , 37 , 84 , 639 , 692 ," 1,399 "," 7,270 "," 4,217 ", 56 , 28 , 49 , 395 , 429 , 738 , 763 ," 1,156 ", 7 , 2 , 8 , 72 , 60 , 316 ," 28,449 "," 22,135 ", 236 , 113 , 101 , 201 , 705 ," 1,609 ",,
Alabama,Shelby County," 195,085 "," 33,600 "," 52,466 "," 33,424 "," 5,677 "," 9,775 "," 5,628 "," 86,140 "," 18,378 "," 72,655 "," 8,428 "," 1,574 ", 36 , 253 ," 3,195 "," 4,457 "," 1,807 "," 54,078 "," 5,741 ", 951 , 22 , 196 ," 2,049 "," 2,726 "," 1,376 ", 175 , -   , -   , -   , 2 , 1 , 3 , 18 ," 161,943 "," 20,732 "," 3,726 ", 74 , 431 , 861 ," 3,014 "," 2,078 ",,
Alabama,St. Clair County," 83,593 "," 4,042 "," 5,188 "," 4,042 ", 992 ," 1,252 ", 992 ," 39,458 "," 12,693 "," 35,000 "," 3,205 ", 226 , 21 , 135 , 870 , 796 ," 1,585 "," 30,816 "," 2,574 ", 175 , 18 , 118 , 740 , 688 ," 1,376 ", -   , -   , -   , -   , -   , -   , -   , -   ," 73,741 "," 7,150 ", 518 , 46 , 107 , 214 , 748 ," 1,822 ",,
Alabama,Sumter County," 13,763 "," 1,241 "," 1,241 ", 11 , 739 , 739 , 5 ," 5,870 "," 3,625 "," 1,398 "," 4,424 ", 15 , 2 , 5 , 26 , 38 , 719 ," 1,047 "," 3,397 ", 12 , 0 , 3 , 17 , 24 , 569 , 250 , 987 , 5 , -   , -   , 5 , 7 , 386 ," 3,326 "," 10,316 ", 33 , 4 , 4 , 8 , 29 , 827 ,,
Alabama,Talladega County," 82,291 "," 7,654 "," 12,743 "," 7,636 "," 3,226 "," 5,958 "," 3,220 "," 37,511 "," 16,656 "," 24,864 "," 11,514 ", 140 , 3 , 123 , 868 , 759 ," 2,513 "," 20,563 "," 8,281 ", 110 , 3 , 92 , 646 , 556 ," 1,864 ", 16 , 0 , -   , -   , -   , 4 , -   , 1 ," 53,739 "," 26,055 ", 339 , 6 , 108 , 215 , 753 ," 2,890 ",,
Alabama,Tallapoosa County," 41,616 "," 1,550 "," 2,390 ", 436 , 680 ," 1,173 ", 272 ," 19,399 "," 8,147 "," 13,721 "," 5,031 ", 87 , 4 , 59 , 497 , 456 ," 1,542 "," 12,426 "," 3,686 ", 64 , 4 , 52 , 369 , 320 ," 1,249 ", 954 , 147 , 3 , -   , 3 , 20 , 23 , 89 ," 29,087 "," 11,083 ", 197 , 8 , 62 , 124 , 434 ," 1,773 ",,
Alabama,Tuscaloosa County," 194,656 "," 20,894 "," 48,970 "," 19,261 "," 6,552 "," 19,256 "," 6,144 "," 76,290 "," 26,844 "," 52,396 "," 20,970 ", 770 , 39 , 213 ," 1,902 "," 2,181 "," 2,919 "," 35,130 "," 8,630 ", 331 , 14 , 133 , 955 ," 1,055 "," 1,561 "," 1,574 ", 28 , 9 , -   , 10 , 42 , 37 , 112 ," 129,004 "," 57,611 "," 2,306 ", 117 , 281 , 562 ," 1,966 "," 3,357 ",,
Alabama,Walker County," 67,023 "," 2,897 "," 3,995 "," 2,813 "," 1,246 "," 1,664 "," 1,221 "," 30,614 "," 13,123 "," 28,136 "," 1,616 ", 81 , 16 , 112 , 652 , 572 ," 1,967 "," 24,564 "," 1,321 ", 61 , 14 , 98 , 544 , 484 ," 1,706 ", 82 , -   , -   , -   , -   , 4 , 3 , 10 ," 61,146 "," 3,928 ", 195 , 36 , 86 , 172 , 601 ," 2,262 ",,
Alabama,Washington County," 17,581 ", 983 , 983 , -   , 394 , 394 , -   ," 8,522 "," 3,801 "," 5,597 "," 2,092 ", 9 , 6 , 698 , 121 , 71 , 525 ," 5,367 "," 1,887 ", 9 , 6 , 674 , 114 , 66 , 501 , 718 , 247 , 2 , 1 , 16 , 16 , 8 , 108 ," 11,508 "," 4,380 ", 20 , 12 , 83 , 166 , 581 , 604 ,,
Alabama,Wilcox County," 11,670 "," 2,449 "," 2,449 ", 2 ," 1,382 "," 1,382 ", 2 ," 5,795 "," 3,130 "," 1,547 "," 4,210 ", 2 , 0 , 7 , 29 , 36 , 531 ," 1,487 "," 4,127 ", 2 , 0 , 7 , 28 , 34 , 518 , 476 ," 1,963 ", 4 , 1 , 5 , 9 , 39 , 472 ," 3,126 "," 8,465 ", 4 , 1 , 4 , 7 , 26 , 611 ,,
Alabama,Winston County," 24,484 ", 517 , 517 , -   , 207 , 207 , -   ," 11,036 "," 5,080 "," 10,595 ", 48 , 23 , 12 , 66 , 293 , 250 , 639 ," 9,437 ", 40 , 19 , 8 , 55 , 218 , 174 , 562 , 504 , 0 , -   , 1 , 5 , 18 , 8 , 46 ," 23,409 ", 115 , 60 , 28 , 44 , 87 , 305 , 735 ,,
Alaska,Aleutians East Borough," 3,141 ", 613 , 613 , 560 , 229 , 229 , 209 ," 1,521 ", 540 , 318 , 109 , 543 , 9 , 431 , 110 , 182 , 34 , 310 , 108 , 527 , 9 , 413 , 107 , 177 , 33 , 171 , 93 , 449 , 15 , 135 , 100 , 220 , 16 , 660 , 219 ," 1,130 ", 19 , 56 , 111 , 390 , 40 ,,
Alaska,Aleutians West Census Area," 5,561 ", 595 , 595 , 593 , 217 , 217 , 216 ," 2,285 ", 658 , 763 , 153 , 663 , 47 , 372 , 287 , 318 , 31 , 594 , 110 , 393 , 32 , 357 , 218 , 234 , 27 , 145 , 16 , 179 , 7 , 589 , 91 , 61 , 38 ," 2,004 ", 332 ," 1,606 ", 103 , 76 , 152 , 531 , 35 ,,
Alaska,Anchorage Municipality," 291,826 "," 41,428 "," 101,773 "," 41,132 "," 6,668 "," 19,998 "," 6,640 "," 106,297 "," 20,552 "," 72,563 "," 5,506 "," 7,986 "," 1,767 "," 7,855 "," 10,620 "," 7,743 "," 2,969 "," 33,396 "," 1,847 "," 2,771 ", 411 ," 2,618 "," 3,827 "," 2,913 ", 823 , 286 , 1 , 24 , 0 , 14 , 20 , 13 , 5 ," 192,498 "," 16,226 "," 23,580 "," 5,901 "," 2,681 "," 5,362 "," 18,767 "," 3,414 ",,
Alaska,Bethel Census Area," 17,013 "," 5,839 "," 6,542 "," 5,029 "," 3,390 "," 3,570 "," 2,803 "," 7,366 "," 4,148 ", 717 , 27 , 45 , 13 ," 6,260 ", 304 , 73 , 835 , 588 , 21 , 36 , 11 ," 5,719 ", 255 , 60 , 790 , 199 , 5 , 4 , 3 ," 8,094 ", 237 , 43 ," 1,196 "," 1,894 ", 65 , 160 , 27 , 743 ," 1,487 "," 5,203 ", 960 ,,
Alaska,Bristol Bay Borough, 997 , 281 , 281 , 4 , 58 , 58 , 1 , 498 , 102 , 240 , -   , 4 , 1 , 167 , 85 , 12 , 12 , 240 , -   , 4 , 1 , 167 , 85 , 12 , 12 , 110 , -   , 3 , 2 , 214 , 123 , 13 , 14 , 481 , -   , 8 , 3 , 25 , 51 , 177 , 14 ,,
Alaska,Denali Borough," 1,826 ", 913 , 913 , 911 , 302 , 302 , 301 , 913 , 302 , 818 , 5 , 9 , 0 , 32 , 47 , 21 , 23 , 818 , 5 , 9 , 0 , 32 , 47 , 21 , 23 , 818 , 5 , 19 , 1 , 65 , 94 , 42 , 45 ," 1,637 ", 10 , 19 , 1 , 8 , 16 , 56 , 26 ,,
Alaska,Dillingham Census Area," 4,847 "," 1,231 "," 1,231 ", 865 , 763 , 763 , 569 ," 2,256 "," 1,032 ", 374 , 5 , 13 , 3 ," 1,654 ", 207 , 47 , 198 , 317 , 4 , 9 , 2 ," 1,524 ", 180 , 40 , 189 , 71 , 1 , -   , 2 ," 2,137 ", 179 , 25 , 311 , 878 , 11 , 32 , 6 , 196 , 392 ," 1,372 ", 228 ,,
Alaska,Fairbanks North Star Borough," 97,581 "," 18,894 "," 26,678 "," 18,529 "," 3,772 "," 5,921 "," 3,707 "," 43,980 "," 10,009 "," 34,390 "," 1,876 "," 1,092 ", 171 ," 2,858 "," 3,593 "," 2,485 "," 1,022 "," 28,142 "," 1,126 ", 731 , 107 ," 1,965 "," 2,610 "," 1,715 ", 669 ," 2,298 ", 26 , 70 , 4 , 185 , 272 , 162 , 73 ," 75,175 "," 4,423 "," 2,591 ", 396 , 750 ," 1,500 "," 5,249 "," 1,175 ",,
Alaska,Haines Borough," 2,508 ", 259 , 259 , 217 , 126 , 126 , 106 , 960 , 304 , 835 , 2 , 5 , -   , 60 , 58 , 19 , 33 , 644 , -   , 5 , -   , 43 , 47 , 16 , 26 , 223 , -   , 4 , -   , 25 , 44 , 13 , 18 ," 2,086 ", 10 , 14 , -   , 20 , 40 , 139 , 38 ,,
Alaska,Hoonah-Angoon Census Area," 2,150 "," 1,068 "," 1,068 "," 1,023 ", 335 , 335 , 322 ," 1,075 ", 337 , 507 , 4 , 6 , 1 , 445 , 112 , 38 , 64 , 507 , 4 , 6 , 1 , 445 , 112 , 38 , 64 , 502 , 4 , 12 , 1 , 887 , 225 , 77 , 128 ," 1,014 ", 8 , 12 , 1 , 56 , 112 , 390 , 74 ,,
Alaska,Juneau City and Borough," 31,275 "," 3,238 "," 5,017 "," 3,174 ", 307 , 446 , 300 ," 12,723 "," 1,968 "," 8,907 ", 104 , 752 , 91 ," 1,487 "," 1,382 ", 639 , 389 ," 7,057 ", 72 , 590 , 40 ," 1,193 "," 1,077 ", 492 , 320 , 67 , 1 , 5 , -   , 4 , 12 , 3 , 3 ," 21,814 ", 279 ," 1,919 ", 218 , 352 , 705 ," 2,466 ", 448 ,,
Alaska,Kenai Peninsula Borough," 55,400 "," 6,552 "," 7,455 "," 2,938 "," 2,180 "," 2,550 ", 980 ," 26,073 "," 7,586 "," 22,111 ", 121 , 282 , 52 ," 1,912 "," 1,595 ", 761 , 967 ," 19,453 ", 101 , 234 , 45 ," 1,696 "," 1,362 ", 636 , 823 ," 3,568 ", 13 , 95 , 21 ," 1,024 ", 485 , 179 , 353 ," 46,857 ", 269 , 631 , 119 , 376 , 752 ," 2,633 "," 1,112 ",,
Alaska,Ketchikan Gateway Borough," 13,477 ", 108 ," 1,393 ", 100 , 27 , 464 , 27 ," 3,988 ", 920 ," 2,921 ", 22 , 118 , 4 , 553 , 370 , 153 , 217 ," 1,827 ", 8 , 39 , 2 , 275 , 217 , 84 , 91 , 18 , -   , 0 , -   , 1 , 2 , 1 , 2 ," 9,176 ", 78 , 943 , 27 , 163 , 325 ," 1,139 ", 250 ,,
Alaska,Kodiak Island Borough," 13,592 "," 2,900 "," 4,721 "," 2,406 ", 780 ," 1,277 ", 669 ," 5,471 "," 1,425 "," 3,049 ", 40 ," 1,122 ", 34 , 684 , 542 , 393 , 169 ," 2,012 ", 31 , 778 , 14 , 471 , 346 , 276 , 107 , 504 , 2 , 15 , 1 , 489 , 115 , 31 , 68 ," 7,522 ", 92 ," 2,660 ", 87 , 162 , 323 ," 1,131 ", 195 ,,
Alaska,Kusilvak Census Area," 7,459 ", -   , -   , -   , -   , -   , -   ," 2,927 "," 2,146 ", 76 , 0 , 7 , -   ," 2,785 ", 59 , 3 , 409 , 55 , 0 , 3 , -   ," 2,241 ", 45 , 2 , 323 , 28 , 0 , 5 , -   ," 1,478 ", 23 , 2 , 218 , -   , -   , -   , -   , 373 , 746 ," 2,611 ", 470 ,,
Alaska,Lake and Peninsula Borough," 1,631 ", 815 , 815 , 815 , 339 , 339 , 339 , 815 , 339 , 190 , 5 , 3 , 2 , 530 , 85 , 21 , 66 , 190 , 5 , 3 , 2 , 530 , 85 , 21 , 66 , 190 , 4 , 6 , 5 ," 1,061 ", 170 , 43 , 133 , 380 , 9 , 6 , 5 , 62 , 123 , 431 , 76 ,,
Alaska,Matanuska-Susitna Borough," 88,995 "," 12,852 "," 16,038 "," 10,809 "," 3,643 "," 4,599 "," 2,900 "," 41,393 "," 10,326 "," 35,202 ", 389 , 498 , 100 ," 2,257 "," 2,947 "," 1,518 "," 1,488 "," 30,344 ", 304 , 422 , 86 ," 1,903 "," 2,446 "," 1,253 "," 1,202 "," 2,418 ", 19 , 53 , 5 , 354 , 242 , 116 , 261 ," 75,540 ", 856 ," 1,096 ", 221 , 564 ," 1,128 "," 3,949 "," 1,711 ",,
Alaska,Nome Census Area," 9,492 "," 1,098 "," 1,098 "," 1,089 ", 721 , 721 , 720 ," 3,130 "," 1,707 ", 399 , 6 , 20 , 4 ," 2,578 ", 123 , 30 , 348 , 214 , 4 , 9 , 3 ," 2,117 ", 62 , 15 , 296 , 75 , 1 , 3 , -   ," 1,989 ", 52 , 8 , 297 ," 1,552 ", 27 , 96 , 9 , 390 , 781 ," 2,733 ", 400 ,,
Alaska,North Slope Borough," 9,430 "," 1,787 "," 1,787 "," 1,735 ", 335 , 335 , 325 ," 3,427 ", 896 ," 1,391 ", 36 , 81 , 21 ," 1,736 ", 163 , 91 , 117 ," 1,224 ", 26 , 30 , 4 ," 1,012 ", 83 , 58 , 64 ," 1,136 ", 24 , 41 , 5 ," 1,099 ", 111 , 102 , 65 ," 3,147 ", 94 , 425 , 104 , 283 , 566 ," 1,981 ", 135 ,,
Alaska,Northwest Arctic Borough," 7,523 "," 1,737 "," 2,147 "," 1,396 "," 1,099 "," 1,294 ", 913 ," 2,428 "," 1,451 ", 205 , 4 , 1 , 3 ," 2,081 ", 134 , 11 , 238 , 157 , 4 , 1 , 0 ," 1,722 ", 101 , 7 , 215 , 145 , 2 , 2 , 1 ," 2,948 ", 189 , 14 , 374 , 846 , 37 , 42 , 12 , 329 , 659 ," 2,305 ", 274 ,,
Alaska,Petersburg Borough," 3,815 ", 84 , 84 , 29 , 13 , 13 , 4 ," 1,193 ", 209 , 817 , 4 , 17 , 2 , 246 , 106 , 28 , 56 , 422 , 2 , 4 , 1 , 211 , 62 , 17 , 33 , 69 , 0 , 2 , -   , 9 , 18 , 9 , 8 ," 2,711 ", 15 , 100 , 7 , 49 , 98 , 344 , 64 ,,
Alaska,Prince of Wales-Hyder Census Area," 5,559 ", 631 , 631 , 521 , 246 , 246 , 200 ," 1,980 ", 684 ," 1,190 ", 6 , 8 , 8 , 583 , 184 , 46 , 125 , 762 , 3 , 3 , 4 , 277 , 104 , 27 , 71 , 416 , 2 , 2 , 6 , 336 , 81 , 23 , 82 ," 2,799 ", 17 , 21 , 21 , 135 , 270 , 945 , 144 ,,
Alaska,Sitka City and Borough," 8,881 "," 1,533 "," 2,270 "," 1,533 ", 277 , 471 , 277 ," 2,270 ", 471 ," 1,511 ", 15 , 70 , 10 , 393 , 271 , 120 , 71 ," 1,074 ", 7 , 44 , 7 , 244 , 158 , 72 , 49 , 28 , -   , -   , -   , 2 , 2 , 3 , 2 ," 5,798 ", 47 , 529 , 30 , 124 , 248 , 867 , 82 ,,
Alaska,Skagway Municipality, 968 , 2 , 2 , 0 , 0 , 0 , 0 , 79 , 14 , 74 , -   , -   , -   , 2 , 3 , 0 , 1 , 41 , -   , -   , -   , 0 , 0 , 0 , 1 , 2 , -   , -   , -   , -   , -   , -   , 0 , 885 , -   , 5 , 1 , 4 , 8 , 27 , 1 ,,
Alaska,Southeast Fairbanks Census Area," 7,029 "," 1,045 "," 1,045 ", 594 , 348 , 348 , 219 ," 3,334 ", 951 ," 2,678 ", 37 , 31 , 8 , 386 , 194 , 108 , 106 ," 2,516 ", 36 , 30 , 8 , 356 , 177 , 97 , 97 , 699 , 4 , 23 , 2 , 559 , 99 , 28 , 71 ," 5,651 ", 76 , 64 , 18 , 61 , 122 , 427 , 122 ,,
Alaska,Valdez-Cordova Census Area," 9,636 "," 1,362 "," 1,362 ", 825 , 498 , 498 , 338 ," 3,607 "," 1,017 "," 2,659 ", 14 , 101 , 12 , 561 , 260 , 130 , 112 ," 2,190 ", 10 , 64 , 9 , 517 , 221 , 101 , 106 , 933 , 5 , 30 , 11 , 636 , 170 , 67 , 149 ," 7,127 ", 46 , 354 , 54 , 103 , 206 , 719 , 129 ,,
Alaska,Wrangell City and Borough," 2,369 ", 253 , 253 , 80 , 60 , 60 , 19 , 635 , 165 , 500 , 2 , 7 , 1 , 78 , 48 , 8 , 39 , 354 , 1 , 5 , 0 , 48 , 29 , 5 , 26 , 208 , 1 , 6 , 1 , 46 , 35 , 6 , 30 ," 1,719 ", 4 , 33 , 1 , 31 , 61 , 214 , 44 ,,
Alaska,Yakutat City and Borough, 662 , 1 , 1 , -   , 0 , 0 , -   , 271 , 101 , 113 , 1 , 6 , 6 , 101 , 44 , 6 , 10 , 64 , 0 , 4 , 4 , 49 , 19 , 4 , 5 , 0 , -   , -   , -   , 1 , 0 , -   , 0 , 281 , 2 , 27 , 12 , 17 , 34 , 119 , 11 ,,
Alaska,Yukon-Koyukuk Census Area," 5,588 "," 2,502 "," 2,502 "," 2,502 "," 1,209 "," 1,209 "," 1,209 "," 2,611 "," 1,264 ", 604 , 4 , 6 , 2 ," 1,836 ", 158 , 32 , 318 , 601 , 4 , 6 , 2 ," 1,753 ", 158 , 32 , 304 , 599 , 4 , 13 , 3 ," 3,472 ", 312 , 64 , 602 ," 1,243 ", 10 , 14 , 6 , 216 , 432 ," 1,510 ", 366 ,,
Arizona,Apache County," 71,518 "," 19,566 "," 20,631 "," 9,701 "," 12,638 "," 13,071 "," 6,508 "," 34,039 "," 20,912 "," 7,352 ", 86 , 96 , 12 ," 25,475 "," 1,018 "," 1,762 "," 2,794 "," 5,727 ", 80 , 80 , 9 ," 24,616 ", 840 ," 1,358 "," 2,639 "," 3,180 ", 47 , 66 , 8 ," 30,173 ", 798 ," 1,185 "," 3,222 "," 16,634 ", 175 , 203 , 26 ," 2,724 "," 5,448 "," 19,068 "," 3,213 ",,
Arizona,Cochise County," 131,346 "," 28,830 "," 40,307 "," 22,652 "," 10,214 "," 16,333 "," 8,006 "," 57,343 "," 22,009 "," 45,538 "," 2,391 "," 1,112 ", 192 , 675 ," 7,435 "," 16,908 "," 3,399 "," 36,603 "," 1,839 ", 851 , 146 , 552 ," 5,162 "," 11,149 "," 2,334 "," 7,610 ", 83 , 124 , 30 , 225 ," 1,694 "," 3,635 ", 909 ," 103,085 "," 5,465 "," 2,525 ", 418 , 993 ," 1,985 "," 6,949 "," 3,909 ",,
Arizona,Coconino County," 134,421 "," 21,813 "," 36,550 "," 18,948 "," 8,951 "," 14,888 "," 7,702 "," 50,068 "," 18,375 "," 30,359 ", 467 , 606 , 57 ," 15,361 "," 3,217 "," 5,375 "," 2,063 "," 20,393 ", 223 , 381 , 35 ," 11,887 "," 1,879 "," 3,153 "," 1,486 "," 3,126 ", 49 , 249 , 24 ," 13,349 "," 1,033 "," 1,396 "," 1,274 "," 82,967 "," 1,629 "," 1,846 ", 164 ," 2,391 "," 4,782 "," 16,735 "," 2,372 ",,
Arizona,Gila County," 53,597 "," 7,566 "," 11,165 "," 5,230 "," 2,952 "," 4,411 "," 2,057 "," 22,802 "," 9,977 "," 17,252 ", 83 , 112 , 22 ," 3,771 "," 1,562 "," 3,730 "," 1,572 "," 12,314 ", 54 , 59 , 11 ," 3,449 "," 1,088 "," 2,550 "," 1,233 "," 2,848 ", 7 , 17 , 11 , 535 , 154 , 284 , 398 ," 41,162 ", 233 , 273 , 47 , 594 ," 1,188 "," 4,159 "," 1,808 ",,
Arizona,Graham County," 37,220 "," 7,378 "," 9,043 "," 6,712 "," 2,930 "," 3,642 "," 2,781 "," 17,636 "," 7,312 "," 12,646 ", 325 , 93 , 25 ," 2,661 "," 1,886 "," 5,208 ", 917 ," 10,754 ", 304 , 81 , 25 ," 2,379 "," 1,589 "," 4,396 ", 764 , 986 , 57 , 8 , 4 ," 2,153 ", 123 , 800 , 295 ," 26,827 ", 683 , 200 , 52 , 473 , 946 ," 3,310 "," 1,055 ",,
Arizona,Greenlee County," 8,437 "," 1,389 "," 1,880 ", 859 , 593 , 697 , 403 ," 3,277 "," 1,324 "," 2,595 ", 30 , 11 , 2 , 68 , 572 ," 1,503 ", 108 ," 2,213 ", 22 , 9 , 2 , 54 , 433 ," 1,196 ", 98 ," 1,178 ", 6 , 7 , 1 , 30 , 273 , 773 , 111 ," 6,514 ", 89 , 46 , 5 , 89 , 178 , 624 , 125 ,,
Arizona,La Paz County," 20,489 "," 5,469 "," 6,246 "," 4,199 "," 2,713 "," 3,002 "," 2,048 "," 9,504 "," 4,866 "," 6,794 ", 54 , 47 , 2 ," 1,188 "," 1,418 "," 2,075 ", 621 ," 6,169 ", 40 , 36 , 2 , 841 ," 1,002 "," 1,542 ", 517 ," 4,594 ", 24 , 38 , 5 , 510 ," 1,100 "," 1,635 ", 602 ," 14,306 ", 129 , 107 , 7 , 297 , 594 ," 2,079 ", 714 ,,
Arizona,Maricopa County," 3,817,117 "," 397,474 "," 1,186,156 "," 387,467 "," 105,145 "," 363,881 "," 101,962 "," 1,248,815 "," 378,507 "," 927,859 "," 59,666 "," 42,001 "," 2,359 "," 24,848 "," 192,082 "," 346,056 "," 41,678 "," 342,130 "," 21,537 "," 15,473 ", 732 ," 10,711 "," 61,061 "," 108,755 "," 12,315 "," 8,977 ", 497 , 148 , 42 ," 1,140 "," 5,666 "," 8,656 "," 1,038 "," 2,786,781 "," 190,519 "," 132,225 "," 7,790 "," 34,990 "," 69,980 "," 244,931 "," 47,930 ",,
Arizona,Mohave County," 200,186 "," 45,911 "," 66,162 "," 38,758 "," 18,715 "," 27,558 "," 15,566 "," 87,452 "," 36,706 "," 76,164 ", 824 , 896 , 151 ," 2,003 "," 7,415 "," 12,473 "," 5,465 "," 57,079 ", 618 , 662 , 103 ," 1,455 "," 5,007 "," 8,538 "," 3,951 "," 9,104 ", 168 , 146 , 51 , 553 ," 1,291 "," 2,372 "," 1,346 "," 173,878 "," 1,882 "," 2,103 ", 341 ," 1,099 "," 2,198 "," 7,694 "," 6,285 ",,
Arizona,Navajo County," 107,449 "," 23,931 "," 28,940 "," 15,639 "," 13,969 "," 16,405 "," 8,949 "," 47,919 "," 25,241 "," 23,349 ", 375 , 245 , 31 ," 21,406 "," 2,513 "," 4,728 "," 3,675 "," 18,485 ", 268 , 184 , 26 ," 19,265 "," 1,775 "," 3,422 "," 3,107 "," 3,619 ", 32 , 107 , 15 ," 24,519 ", 764 ," 1,132 "," 3,156 "," 52,972 ", 938 , 580 , 75 ," 2,644 "," 5,288 "," 18,509 "," 4,227 ",,
Arizona,Pima County," 980,263 "," 140,407 "," 302,603 "," 133,000 "," 43,762 "," 113,185 "," 39,808 "," 346,396 "," 122,452 "," 261,382 "," 11,321 "," 8,734 ", 508 ," 12,570 "," 51,882 "," 112,258 "," 16,289 "," 137,884 "," 4,859 "," 3,843 ", 212 ," 8,611 "," 23,198 "," 50,644 "," 6,037 "," 7,230 ", 116 , 103 , 33 ," 6,951 "," 2,688 "," 5,268 "," 1,887 "," 728,751 "," 34,674 "," 25,731 "," 1,624 "," 9,474 "," 18,948 "," 66,319 "," 18,732 ",,
Arizona,Pinal County," 375,770 "," 85,929 "," 122,046 "," 80,004 "," 26,704 "," 40,361 "," 24,420 "," 165,960 "," 56,476 "," 120,494 "," 7,613 "," 2,850 ", 734 ," 9,419 "," 24,849 "," 46,187 "," 6,329 "," 89,797 "," 5,738 "," 2,108 ", 648 ," 7,504 "," 18,239 "," 33,801 "," 4,258 "," 7,489 ", 92 , 123 , 20 , 703 ," 4,263 "," 8,084 "," 1,071 "," 272,013 "," 17,215 "," 6,492 "," 1,565 "," 3,924 "," 7,849 "," 27,470 "," 7,279 ",,
Arizona,Santa Cruz County," 47,420 "," 8,602 "," 14,016 "," 7,517 "," 4,345 "," 7,894 "," 3,900 "," 20,084 "," 10,557 "," 14,777 ", 79 , 109 , 6 , 134 ," 4,980 "," 16,321 "," 1,639 "," 10,755 ", 53 , 70 , 6 , 96 ," 3,313 "," 10,991 ", 936 ," 1,529 ", 5 , 16 , -   , 38 , 236 , 850 , 127 ," 34,835 ", 179 , 255 , 15 , 607 ," 1,214 "," 4,248 "," 1,885 ",,
Arizona,Yavapai County," 211,033 "," 37,723 "," 53,580 "," 30,401 "," 13,696 "," 19,382 "," 10,593 "," 92,775 "," 31,737 "," 83,101 ", 548 , 752 , 92 ," 1,571 "," 6,711 "," 12,308 "," 3,601 "," 64,338 ", 398 , 561 , 67 ," 1,208 "," 4,667 "," 8,757 "," 2,679 "," 7,546 ", 60 , 53 , 4 , 247 ," 1,282 "," 2,234 ", 916 ," 188,515 "," 1,267 "," 1,785 ", 213 , 963 ," 1,925 "," 6,739 "," 4,141 ",,
Arizona,Yuma County," 195,751 "," 24,194 "," 53,760 "," 23,210 "," 10,085 "," 24,276 "," 9,749 "," 67,875 "," 30,193 "," 49,018 "," 1,367 ", 812 , 103 ," 1,106 "," 15,469 "," 37,979 "," 3,600 "," 26,638 ", 783 , 412 , 71 , 723 ," 7,239 "," 17,303 "," 1,500 "," 1,100 ", 38 , 39 , -   , 17 , 729 ," 1,396 ", 155 ," 137,881 "," 3,931 "," 2,324 ", 306 ," 2,565 "," 5,131 "," 17,958 "," 4,140 ",,
Arkansas,Arkansas County," 19,019 "," 4,474 "," 6,520 "," 3,549 "," 2,250 "," 3,141 "," 1,887 "," 8,488 "," 3,705 "," 6,090 "," 2,105 ", 37 , 1 , 16 , 239 , 216 , 602 ," 4,327 "," 1,621 ", 19 , 1 , 11 , 176 , 143 , 440 , 797 , 106 , 2 , -   , 3 , 39 , 28 , 120 ," 13,659 "," 4,661 ", 92 , 2 , 30 , 61 , 212 , 692 ,,
Arkansas,Ashley County," 21,853 "," 2,377 "," 4,602 "," 1,271 "," 1,032 "," 2,226 ", 484 ," 9,578 "," 4,316 "," 6,617 "," 2,514 ", 16 , 1 , 27 , 404 , 429 , 722 ," 4,818 "," 1,455 ", 5 , 0 , 21 , 265 , 268 , 396 , 607 , 437 , 1 , -   , 10 , 115 , 109 , 123 ," 15,143 "," 5,640 ", 40 , 3 , 51 , 103 , 359 , 831 ,,
Arkansas,Baxter County," 41,513 "," 3,410 "," 6,080 "," 3,034 "," 1,166 "," 1,995 "," 1,016 "," 18,569 "," 6,900 "," 18,020 ", 28 , 70 , 6 , 101 , 343 , 295 , 833 ," 14,180 ", 19 , 48 , 5 , 83 , 270 , 217 , 644 , 362 , -   , 2 , -   , 4 , 22 , 5 , 27 ," 40,231 ", 67 , 169 , 17 , 51 , 103 , 360 , 958 ,,
